0.286008, -0.102706
0.311060, -0.102332
0.503946, -0.044164
0.430191, -0.069326
0.606777, -0.006943
0.347277, -0.215236
0.546438, -0.089774
0.590500, -0.027090
0.337943, -0.092159
0.352882, -0.135911
0.328709, -0.028708
0.724017, 0.006584
0.472071, -0.042217
0.559929, 0.236130
0.322705, -0.088047
0.669388, 0.261054
0.533749, -0.063701
0.513603, 0.094581
0.405666, 0.076532
0.291125, -0.092530
0.660790, 0.062488
0.335587, -0.047700
0.489813, -0.000979
0.629197, -0.055266
0.528238, -0.063243
0.522105, -0.009743
0.672032, -0.046780
0.526246, -0.046885
0.347208, -0.157689
0.510341, 0.039448
0.286290, -0.073726
0.643068, 0.021570
0.346656, -0.181124
0.307847, -0.061536
0.559907, -0.001076
0.549601, -0.093282
0.536451, -0.039864
0.653511, 0.047615
0.500660, -0.135628
0.467430, -0.111129
0.393165, -0.061145
0.588279, 0.073308
0.636029, 0.049693
0.501598, 0.151855
0.614298, 0.079170
0.514770, -0.014218
0.620059, -0.027687
0.540785, 0.008520
0.650637, 0.099621
0.524948, 0.038316
0.301933, -0.065798
0.565646, -0.074658
0.577363, 0.175266
0.658563, 0.120272
0.538032, 0.000753
0.557576, 0.041519
0.321315, 0.003094
0.255762, -0.056255
0.624599, 0.162191
0.422122, -0.171040
0.550202, -0.148934
0.441234, -0.045529
0.417929, -0.204507
0.259404, -0.144139
0.617343, 0.094007
0.269244, -0.156091
0.460900, 0.085779
0.611401, 0.028192
0.260552, -0.117516
0.270239, -0.084354
0.665704, 0.183200
0.744671, 0.067392
0.265643, -0.282433
0.323928, -0.166833
0.478656, 0.138966
0.700169, 0.047528
0.337441, -0.068849
0.740467, 0.113511
0.384367, 0.006895
0.574686, -0.136534
0.252055, -0.122803
0.433659, 0.092611
0.656431, 0.244446
0.425677, -0.061409
0.296108, -0.058367
0.265147, -0.060083
0.727546, 0.027991
0.451155, 0.027309
0.333088, -0.125202
0.551808, -0.113543
0.630287, 0.087532
0.384572, -0.086317
0.496085, 0.187029
0.302354, -0.050445
0.697250, 0.031929
0.329286, -0.098027
0.730613, 0.040444
0.628938, 0.138119
0.534030, -0.017109
0.284143, -0.090358
